ts,lon,lat,speed,accel_z
2022-12-14 07:47:15,10.016973512247205,53.54721584357321,1.847,-392
2022-12-14 07:47:15.040000,10.016973512247205,53.54721584357321,1.847,-64
2022-12-14 07:47:15.080000,10.016973512247205,53.54721584357321,1.847,411
2022-12-14 07:47:15.120000,10.016973512247205,53.54721584357321,1.847,525
2022-12-14 07:47:15.160000,10.016973512247205,53.54721584357321,1.847,-163
2022-12-14 07:47:15.200000,10.016973512247205,53.54721584357321,1.847,50
2022-12-14 07:47:15.240000,10.016973512247205,53.54721584357321,1.847,-277
2022-12-14 07:47:15.280000,10.016973512247205,53.54721584357321,1.847,-523
2022-12-14 07:47:15.320000,10.016973512247205,53.54721584357321,1.847,116
2022-12-14 07:47:15.360000,10.016973512247205,53.54721584357321,1.847,-105
2022-12-14 07:47:15.400000,10.016973512247205,53.54721584357321,1.847,153
2022-12-14 07:47:15.440000,10.016973512247205,53.54721584357321,1.847,165
2022-12-14 07:47:15.480000,10.016973512247205,53.54721584357321,1.847,-105
2022-12-14 07:47:15.520000,10.016973512247205,53.54721584357321,1.847,239
2022-12-14 07:47:15.560000,10.016973512247205,53.54721584357321,1.847,-31
2022-12-14 07:47:15.600000,10.016973512247205,53.54721584357321,1.847,91
2022-12-14 07:47:15.640000,10.016973512247205,53.54721584357321,1.847,-56
2022-12-14 07:47:15.680000,10.016973512247205,53.54721584357321,1.847,128
2022-12-14 07:47:15.720000,10.016973512247205,53.54721584357321,1.847,-314
2022-12-14 07:47:15.760000,10.016973512247205,53.54721584357321,1.847,313
2022-12-14 07:47:15.800000,10.016973512247205,53.54721584357321,1.847,6
2022-12-14 07:47:15.840000,10.016973512247205,53.54721584357321,1.847,-7
2022-12-14 07:47:15.880000,10.016973512247205,53.54721584357321,1.847,-80
2022-12-14 07:47:15.920000,10.016973512247205,53.54721584357321,1.847,251
2022-12-14 07:47:15.960000,10.016973512247205,53.54721584357321,1.847,42
2022-12-14 07:47:16,10.016930513083935,53.547247694805264,1.847,128
2022-12-14 07:47:16.040000,10.016930513083935,53.547247694805264,1.847,190
2022-12-14 07:47:16.080000,10.016930513083935,53.547247694805264,1.847,-31
2022-12-14 07:47:16.120000,10.016930513083935,53.547247694805264,1.847,141
2022-12-14 07:47:16.160000,10.016930513083935,53.547247694805264,1.847,-154
2022-12-14 07:47:16.200000,10.016930513083935,53.547247694805264,1.847,276
2022-12-14 07:47:16.240000,10.016930513083935,53.547247694805264,1.847,42
2022-12-14 07:47:16.280000,10.016930513083935,53.547247694805264,1.847,190
2022-12-14 07:47:16.320000,10.016930513083935,53.547247694805264,1.847,-142
2022-12-14 07:47:16.360000,10.016930513083935,53.547247694805264,1.847,313
2022-12-14 07:47:16.400000,10.016930513083935,53.547247694805264,1.847,-179
2022-12-14 07:47:16.440000,10.016930513083935,53.547247694805264,1.847,42
2022-12-14 07:47:16.480000,10.016930513083935,53.547247694805264,1.847,55
2022-12-14 07:47:16.520000,10.016930513083935,53.547247694805264,1.847,190
2022-12-14 07:47:16.560000,10.016930513083935,53.547247694805264,1.847,-216
2022-12-14 07:47:16.600000,10.016930513083935,53.547247694805264,1.847,128
2022-12-14 07:47:16.640000,10.016930513083935,53.547247694805264,1.847,116
2022-12-14 07:47:16.680000,10.016930513083935,53.547247694805264,1.847,-142
2022-12-14 07:47:16.720000,10.016930513083935,53.547247694805264,1.847,386
2022-12-14 07:47:16.760000,10.016930513083935,53.547247694805264,1.847,128
2022-12-14 07:47:16.800000,10.016930513083935,53.547247694805264,1.847,-56
2022-12-14 07:47:16.840000,10.016930513083935,53.547247694805264,1.847,-228
2022-12-14 07:47:16.880000,10.016930513083935,53.547247694805264,1.847,79
2022-12-14 07:47:16.920000,10.016930513083935,53.547247694805264,1.847,165
2022-12-14 07:47:16.960000,10.016930513083935,53.547247694805264,1.847,116
2022-12-14 07:47:17,10.016868403181434,53.5472647100687,2.062,79
2022-12-14 07:47:17.040000,10.016868403181434,53.5472647100687,2.062,264
2022-12-14 07:47:17.080000,10.016868403181434,53.5472647100687,2.062,30
2022-12-14 07:47:17.120000,10.016868403181434,53.5472647100687,2.062,-179
2022-12-14 07:47:17.160000,10.016868403181434,53.5472647100687,2.062,165
2022-12-14 07:47:17.200000,10.016868403181434,53.5472647100687,2.062,-449
2022-12-14 07:47:17.240000,10.016868403181434,53.5472647100687,2.062,485
2022-12-14 07:47:17.280000,10.016868403181434,53.5472647100687,2.062,30
2022-12-14 07:47:17.320000,10.016868403181434,53.5472647100687,2.062,18
2022-12-14 07:47:17.360000,10.016868403181434,53.5472647100687,2.062,55
2022-12-14 07:47:17.400000,10.016868403181434,53.5472647100687,2.062,67
2022-12-14 07:47:17.440000,10.016868403181434,53.5472647100687,2.062,42
2022-12-14 07:47:17.480000,10.016868403181434,53.5472647100687,2.062,-93
2022-12-14 07:47:17.520000,10.016868403181434,53.5472647100687,2.062,141
2022-12-14 07:47:17.560000,10.016868403181434,53.5472647100687,2.062,55
2022-12-14 07:47:17.600000,10.016868403181434,53.5472647100687,2.062,-68
2022-12-14 07:47:17.640000,10.016868403181434,53.5472647100687,2.062,227
2022-12-14 07:47:17.680000,10.016868403181434,53.5472647100687,2.062,-19
2022-12-14 07:47:17.720000,10.016868403181434,53.5472647100687,2.062,-81
2022-12-14 07:47:17.760000,10.016868403181434,53.5472647100687,2.062,91
2022-12-14 07:47:17.800000,10.016868403181434,53.5472647100687,2.062,-154
2022-12-14 07:47:17.840000,10.016868403181434,53.5472647100687,2.062,67
2022-12-14 07:47:17.880000,10.016868403181434,53.5472647100687,2.062,18
2022-12-14 07:47:17.920000,10.016868403181434,53.5472647100687,2.062,301
2022-12-14 07:47:17.960000,10.016868403181434,53.5472647100687,2.062,-44
2022-12-14 07:47:18,10.016823057085276,53.54720142669976,2.062,30
2022-12-14 07:47:18.040000,10.016823057085276,53.54720142669976,2.062,141
2022-12-14 07:47:18.080000,10.016823057085276,53.54720142669976,2.062,91
2022-12-14 07:47:18.120000,10.016823057085276,53.54720142669976,2.062,-510
2022-12-14 07:47:18.160000,10.016823057085276,53.54720142669976,2.062,239
2022-12-14 07:47:18.200000,10.016823057085276,53.54720142669976,2.062,-154
