ts,lon,lat,speed,accel_z
2022-12-13 06:56:27,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.040000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.080000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.120000,10.015518916770816,53.54689758270979,0.0,149
2022-12-13 06:56:27.160000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.200000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.240000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.280000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.320000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.360000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.400000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.440000,10.015518916770816,53.54689758270979,0.0,83
2022-12-13 06:56:27.480000,10.015518916770816,53.54689758270979,0.0,-15
2022-12-13 06:56:27.520000,10.015518916770816,53.54689758270979,0.0,1
2022-12-13 06:56:27.560000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.600000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.640000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.680000,10.015518916770816,53.54689758270979,0.0,34
2022-12-13 06:56:27.720000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.760000,10.015518916770816,53.54689758270979,0.0,-48
2022-12-13 06:56:27.800000,10.015518916770816,53.54689758270979,0.0,17
2022-12-13 06:56:27.840000,10.015518916770816,53.54689758270979,0.0,116
2022-12-13 06:56:27.880000,10.015518916770816,53.54689758270979,0.0,67
2022-12-13 06:56:27.920000,10.015518916770816,53.54689758270979,0.0,50
2022-12-13 06:56:27.960000,10.015518916770816,53.54689758270979,0.0,50
2022-12-13 06:56:28,10.015531741082668,53.546906635165215,0.0,67
2022-12-13 06:56:28.040000,10.015531741082668,53.546906635165215,0.0,83
2022-12-13 06:56:28.080000,10.015531741082668,53.546906635165215,0.0,34
