ts,lon,lat,speed,accel_z
2022-12-09 14:35:26,10.0091821141541,53.585027027875185,0.0,-179
2022-12-09 14:35:26.040000,10.0091821141541,53.585027027875185,0.0,1458
2022-12-09 14:35:26.080000,10.0091821141541,53.585027027875185,0.0,984
2022-12-09 14:35:26.120000,10.0091821141541,53.585027027875185,0.0,-998
2022-12-09 14:35:26.160000,10.0091821141541,53.585027027875185,0.0,-441
2022-12-09 14:35:26.200000,10.0091821141541,53.585027027875185,0.0,624
2022-12-09 14:35:26.240000,10.0091821141541,53.585027027875185,0.0,34
2022-12-09 14:35:26.280000,10.0091821141541,53.585027027875185,0.0,-32
2022-12-09 14:35:26.320000,10.0091821141541,53.585027027875185,0.0,411
2022-12-09 14:35:26.360000,10.0091821141541,53.585027027875185,0.0,-458
2022-12-09 14:35:26.400000,10.0091821141541,53.585027027875185,0.0,-15
2022-12-09 14:35:26.440000,10.0091821141541,53.585027027875185,0.0,-228
2022-12-09 14:35:26.480000,10.0091821141541,53.585027027875185,0.0,83
2022-12-09 14:35:26.520000,10.0091821141541,53.585027027875185,0.0,755
2022-12-09 14:35:26.560000,10.0091821141541,53.585027027875185,0.0,-392
2022-12-09 14:35:26.600000,10.0091821141541,53.585027027875185,0.0,-409
2022-12-09 14:35:26.640000,10.0091821141541,53.585027027875185,0.0,-64
2022-12-09 14:35:26.680000,10.0091821141541,53.585027027875185,0.0,-458
2022-12-09 14:35:26.720000,10.0091821141541,53.585027027875185,0.0,-163
2022-12-09 14:35:26.760000,10.0091821141541,53.585027027875185,0.0,-212
2022-12-09 14:35:26.800000,10.0091821141541,53.585027027875185,0.0,378
2022-12-09 14:35:26.840000,10.0091821141541,53.585027027875185,0.0,345
2022-12-09 14:35:26.880000,10.0091821141541,53.585027027875185,0.0,-97
2022-12-09 14:35:26.920000,10.0091821141541,53.585027027875185,0.0,-32
2022-12-09 14:35:26.960000,10.0091821141541,53.585027027875185,0.0,-114
2022-12-09 14:35:27,10.009198039770126,53.58489132486284,2.109,149
2022-12-09 14:35:27.040000,10.009198039770126,53.58489132486284,2.109,198
2022-12-09 14:35:27.080000,10.009198039770126,53.58489132486284,2.109,-425
2022-12-09 14:35:27.120000,10.009198039770126,53.58489132486284,2.109,-146
2022-12-09 14:35:27.160000,10.009198039770126,53.58489132486284,2.109,149
